EstadoNome,Estado,RegiaoMetropolitana,Cidade,lat,lon
Paraíba,PB,Mata Paraibana,Alhandra,-7.4329953022,-34.9119851554
Paraíba,PB,Borborema,Amparo,-7.5672115216,-37.0647752481
Paraíba,PB,Agreste Paraibano,Araçagi,-6.8516966175,-35.3832990883
Paraíba,PB,Agreste Paraibano,Arara,-6.8261917212,-35.7595417216
Paraíba,PB,Agreste Paraibano,Araruna,-6.5314470213,-35.7359805119
Paraíba,PB,Sertão Paraibano,Areia de Baraúnas,-7.123695013,-36.9435079584
Paraíba,PB,Agreste Paraibano,Aroeiras,-7.5484620227,-35.7155929489
Paraíba,PB,Borborema,Assunção,-7.0763269437,-36.7331874761
Paraíba,PB,Borborema,Baraúna,-6.6424050352,-36.253041353
Paraíba,PB,Agreste Paraibano,Barra de Santa Rosa,-6.7202526776,-36.0597726422
Paraíba,PB,Borborema,Barra de Santana,-7.5228337806,-35.9963140811
Paraíba,PB,Borborema,Barra de São Miguel,-7.7526706262,-36.3215359678
Paraíba,PB,Mata Paraibana,Bayeux,-7.132276485,-34.9291858201
Paraíba,PB,Sertão Paraibano,Bernardino Batista,-6.4535477932,-38.5488692212
Paraíba,PB,Sertão Paraibano,Boa Ventura,-7.4222821453,-38.2189508765
Paraíba,PB,Agreste Paraibano,Boa Vista,-7.2579130806,-36.2353736588
Paraíba,PB,Sertão Paraibano,Bom Jesus,-6.8179576512,-38.655142807
Paraíba,PB,Sertão Paraibano,Bom Sucesso,-6.445046723,-37.9300236974
Paraíba,PB,Sertão Paraibano,Bonito de Santa Fé,-7.3107630819,-38.5164953051
Paraíba,PB,Borborema,Boqueirão,-7.4826479199,-36.1334047507
Paraíba,PB,Agreste Paraibano,Borborema,-6.8043058831,-35.5993759656
Paraíba,PB,Sertão Paraibano,Brejo do Cruz,-6.3477076068,-37.5001626417
Paraíba,PB,Mata Paraibana,Caaporã,-7.5142876414,-34.917850144
Paraíba,PB,Borborema,Cabaceiras,-7.4906698737,-36.2843418898
Paraíba,PB,Sertão Paraibano,Cachoeira dos Índios,-6.9239358528,-38.6783031917
Paraíba,PB,Sertão Paraibano,Cacimba de Areia,-7.1284733769,-37.1582169542
Paraíba,PB,Agreste Paraibano,Cacimba de Dentro,-6.640016747,-35.7928209014
Paraíba,PB,Sertão Paraibano,Cacimbas,-7.2123593026,-37.0604021094
Paraíba,PB,Agreste Paraibano,Caiçara,-6.6174697909,-35.4691142821
Paraíba,PB,Sertão Paraibano,Cajazeiras,-6.8904645,-38.5605303718
Paraíba,PB,Agreste Paraibano,Caldas Brandão,-7.171751437,-35.342382092
Paraíba,PB,Agreste Paraibano,Campina Grande,-7.22149704,-35.8838591148
Paraíba,PB,Mata Paraibana,Capim,-6.9108443749,-35.1677387141
Paraíba,PB,Borborema,Caraúbas,-7.7310993724,-36.4954780727
Paraíba,PB,Sertão Paraibano,Carrapateira,-7.0396542415,-38.3442167253
Paraíba,PB,Agreste Paraibano,Casserengue,-6.7837603257,-35.8163048295
Paraíba,PB,Sertão Paraibano,Catingueira,-7.1252097836,-37.6107199033
Paraíba,PB,Sertão Paraibano,Catolé do Rocha,-6.346752995,-37.7485000906
Paraíba,PB,Borborema,Caturité,-7.4196183207,-36.0206588241
Paraíba,PB,Sertão Paraibano,Conceição,-7.5602250866,-38.5091579595
Paraíba,PB,Sertão Paraibano,Condado,-6.9123067773,-37.6039713346
Paraíba,PB,Borborema,Congo,-7.7925707775,-36.6615328552
Paraíba,PB,Sertão Paraibano,Coremas,-7.0169182842,-37.9455372752
Paraíba,PB,Borborema,Coxixola,-7.6287969606,-36.6048295219
Paraíba,PB,Mata Paraibana,Cruz do Espírito Santo,-7.1413369619,-35.0914891262
Paraíba,PB,Borborema,Cubati,-6.8623606092,-36.3479297162
Paraíba,PB,Mata Paraibana,Cuité de Mamanguape,-6.9141574734,-35.2528248925
Paraíba,PB,Agreste Paraibano,Cuitegi,-6.8958137426,-35.5257412327
Paraíba,PB,Mata Paraibana,Curral de Cima,-6.7174300292,-35.2670572688
Paraíba,PB,Sertão Paraibano,Curral Velho,-7.5380851077,-38.2003914462
Paraíba,PB,Agreste Paraibano,Damião,-6.6318974073,-35.9099425358
Paraíba,PB,Sertão Paraibano,Desterro,-7.2914475304,-37.0921693225
Paraíba,PB,Sertão Paraibano,Diamante,-7.4235834212,-38.2650442086
Paraíba,PB,Agreste Paraibano,Duas Estradas,-6.6881329547,-35.4181768048
Paraíba,PB,Sertão Paraibano,Emas,-7.1079922324,-37.7145859751
Paraíba,PB,Agreste Paraibano,Esperança,-7.020685,-35.858593287
Paraíba,PB,Agreste Paraibano,Fagundes,-7.3630616044,-35.7846088758
Paraíba,PB,Borborema,Frei Martinho,-6.4045158524,-36.4520440619
Paraíba,PB,Agreste Paraibano,Gado Bravo,-7.5829411773,-35.7906509035
Paraíba,PB,Agreste Paraibano,Guarabira,-6.852715,-35.4899649849
Paraíba,PB,Agreste Paraibano,Gurinhém,-7.1232156684,-35.4281860624
Paraíba,PB,Borborema,Gurjão,-7.2462216609,-36.4862761218
Paraíba,PB,Sertão Paraibano,Igaracy,-7.1793192914,-38.1466946448
Paraíba,PB,Sertão Paraibano,Imaculada,-7.3885372613,-37.5100748564
Paraíba,PB,Agreste Paraibano,Ingá,-7.2950269135,-35.6176892168
Paraíba,PB,Agreste Paraibano,Itabaiana,-7.3309315,-35.3375333859
Paraíba,PB,Sertão Paraibano,Itaporanga,-7.3039804631,-38.1525731067
Paraíba,PB,Mata Paraibana,Itapororoca,-6.829920163,-35.2462957146
Paraíba,PB,Agreste Paraibano,Itatuba,-7.374957755,-35.62816125
Paraíba,PB,Mata Paraibana,Jacaraú,-6.6129685867,-35.2942824484
Paraíba,PB,Sertão Paraibano,Jericó,-6.5561949909,-37.8086413774
Paraíba,PB,Mata Paraibana,João Pessoa,-7.14938202,-34.8733848135
Paraíba,PB,Sertão Paraibano,Joca Claudino,-6.4840552967,-38.4791522142
Paraíba,PB,Agreste Paraibano,Juarez Távora,-7.1663446273,-35.5911781067
Paraíba,PB,Borborema,Juazeirinho,-7.0653683106,-36.5707010055
Paraíba,PB,Borborema,Junco do Seridó,-6.9933376489,-36.7164412261
Paraíba,PB,Mata Paraibana,Juripiranga,-7.3702907732,-35.2394540486
Paraíba,PB,Sertão Paraibano,Juru,-7.5343071384,-37.819264489
Paraíba,PB,Sertão Paraibano,Lagoa,-6.5942086133,-37.9150900701
Paraíba,PB,Agreste Paraibano,Lagoa de Dentro,-6.6705990497,-35.3770436482
Paraíba,PB,Agreste Paraibano,Lagoa Seca,-7.1584124886,-35.8514401351
Paraíba,PB,Borborema,Livramento,-7.3790028228,-36.948629304
Paraíba,PB,Sertão Paraibano,Mãe d'Água,-7.2570490927,-37.428160995
Paraíba,PB,Sertão Paraibano,Malta,-6.9071851235,-37.5177757104
Paraíba,PB,Mata Paraibana,Mamanguape,-6.8337151469,-35.1238932021
Paraíba,PB,Mata Paraibana,Mari,-7.056384,-35.3185424166
Paraíba,PB,Sertão Paraibano,Marizópolis,-6.844674277,-38.3553961304
Paraíba,PB,Agreste Paraibano,Massaranduba,-7.1801994711,-35.7375152077
Paraíba,PB,Mata Paraibana,Mataraca,-6.6005186544,-35.0485576738
Paraíba,PB,Agreste Paraibano,Matinhas,-7.1211683437,-35.7709374162
Paraíba,PB,Sertão Paraibano,Mato Grosso,-6.5426334912,-37.7115726982
Paraíba,PB,Sertão Paraibano,Maturéia,-7.2659300019,-37.3504338851
Paraíba,PB,Agreste Paraibano,Mogeiro,-7.3094805323,-35.482424602
Paraíba,PB,Agreste Paraibano,Montadas,-7.0890963385,-35.9582754293
Paraíba,PB,Sertão Paraibano,Monte Horebe,-7.2095264023,-38.5836574944
Paraíba,PB,Borborema,Monteiro,-7.892217,-37.1226806806
Paraíba,PB,Agreste Paraibano,Mulungu,-7.0278860316,-35.4651434243
Paraíba,PB,Agreste Paraibano,Natuba,-7.6409788248,-35.5561446826
Paraíba,PB,Agreste Paraibano,Nova Floresta,-6.4561399418,-36.2024954255
Paraíba,PB,Sertão Paraibano,Nova Olinda,-7.4768427808,-38.0410502008
Paraíba,PB,Sertão Paraibano,Olho d'Água,-7.2249726485,-37.7526855286
Paraíba,PB,Agreste Paraibano,Olivedos,-6.9882256223,-36.2436652194
Paraíba,PB,Borborema,Parari,-7.3167001008,-36.6583244439
Paraíba,PB,Sertão Paraibano,Passagem,-7.1328195967,-37.0543919437
Paraíba,PB,Sertão Paraibano,Paulista,-6.5940615798,-37.621055674
Paraíba,PB,Sertão Paraibano,Pedra Branca,-7.4265644261,-38.0722463078
Paraíba,PB,Mata Paraibana,Pedras de Fogo,-7.4015385,-35.1131779827
Paraíba,PB,Mata Paraibana,Pedro Régis,-6.6444714973,-35.2930058538
Paraíba,PB,Sertão Paraibano,Piancó,-7.192569876,-37.9265190012
Paraíba,PB,Borborema,Picuí,-6.5101356574,-36.3470460251
Paraíba,PB,Mata Paraibana,Pilar,-7.2598879849,-35.2598804076
Paraíba,PB,Agreste Paraibano,Pilões,-6.8692205282,-35.6155405947
Paraíba,PB,Agreste Paraibano,Pirpirituba,-6.7808000985,-35.4977157928
Paraíba,PB,Mata Paraibana,Pitimbu,-7.482413396,-34.8139304143
Paraíba,PB,Agreste Paraibano,Pocinhos,-7.0786172694,-36.056442281
Paraíba,PB,Sertão Paraibano,Poço Dantas,-6.407175642,-38.4971655332
Paraíba,PB,Sertão Paraibano,Pombal,-6.769855485,-37.7982672714
Paraíba,PB,Borborema,Prata,-7.6969830843,-37.0823339752
Paraíba,PB,Agreste Paraibano,Puxinanã,-7.1489066441,-35.9584940731
Paraíba,PB,Agreste Paraibano,Queimadas,-7.3607915,-35.8994339112
Paraíba,PB,Agreste Paraibano,Remígio,-6.966292952,-35.7958331901
Paraíba,PB,Agreste Paraibano,Riachão,-6.5426765279,-35.6627216944
Paraíba,PB,Agreste Paraibano,Riachão do Bacamarte,-7.2505947733,-35.6553876583
Paraíba,PB,Mata Paraibana,Riachão do Poço,-7.1515036157,-35.261242692
Paraíba,PB,Sertão Paraibano,Riacho dos Cavalos,-6.4364942491,-37.653835391
Paraíba,PB,Mata Paraibana,Rio Tinto,-6.8084485,-35.078852226
Paraíba,PB,Borborema,Salgadinho,-7.1030347331,-36.8455028943
Paraíba,PB,Agreste Paraibano,Santa Cecília,-7.7429059622,-35.8774744666
Paraíba,PB,Sertão Paraibano,Santa Cruz,-6.5350141675,-38.060555592
Paraíba,PB,Sertão Paraibano,Santa Inês,-7.6277797185,-38.5595999296
Paraíba,PB,Sertão Paraibano,Santa Teresinha,-7.0841917053,-37.4417177955
Paraíba,PB,Sertão Paraibano,Santana de Mangueira,-7.5512134095,-38.3325811539
Paraíba,PB,Borborema,Santo André,-7.2204891228,-36.6309754331
Paraíba,PB,Sertão Paraibano,São Bentinho,-6.890308509,-37.7227213006
Paraíba,PB,Sertão Paraibano,São Bento,-6.4893075408,-37.4493496644
Paraíba,PB,Borborema,São Domingos do Cariri,-7.6329907025,-36.4359294005
Paraíba,PB,Sertão Paraibano,São Francisco,-6.6192799824,-38.0971412339
Paraíba,PB,Sertão Paraibano,São João do Rio do Peixe,-6.7344308283,-38.4454535708
Paraíba,PB,Borborema,São João do Tigre,-8.0810428894,-36.8457433216
Paraíba,PB,Sertão Paraibano,São José da Lagoa Tapada,-6.9442314894,-38.1577701893
Paraíba,PB,Sertão Paraibano,São José de Caiana,-7.2491596311,-38.2978233702
Paraíba,PB,Sertão Paraibano,São José de Espinharas,-6.8441796085,-37.32511484
Paraíba,PB,Sertão Paraibano,São José de Piranhas,-7.1208699574,-38.5010748206
Paraíba,PB,Sertão Paraibano,São José de Princesa,-7.7429694508,-38.0988027203
Paraíba,PB,Sertão Paraibano,São José do Bonfim,-7.1609149774,-37.3092447285
Paraíba,PB,Borborema,São José do Sabugi,-6.7755314068,-36.7974932182
Paraíba,PB,Borborema,São José dos Cordeiros,-7.392642697,-36.8027778195
Paraíba,PB,Mata Paraibana,São José dos Ramos,-7.2471273572,-35.3779610545
Paraíba,PB,Borborema,São Mamede,-6.9302283714,-37.0948573852
Paraíba,PB,Mata Paraibana,São Miguel de Taipu,-7.2492335304,-35.2104513919
Paraíba,PB,Agreste Paraibano,São Sebastião de Lagoa de Roça,-7.1009459552,-35.8664139115
Paraíba,PB,Borborema,São Sebastião do Umbuzeiro,-8.1571187547,-37.008416978
Paraíba,PB,Borborema,São Vicente do Seridó,-6.8569085632,-36.4107641096
Paraíba,PB,Mata Paraibana,Sapé,-7.087111,-35.2304326165
Paraíba,PB,Borborema,Serra Branca,-7.4805025245,-36.6556668629
Paraíba,PB,Sertão Paraibano,Serra Grande,-7.2141477578,-38.374894787
Paraíba,PB,Agreste Paraibano,Serra Redonda,-7.1825494247,-35.6742704972
Paraíba,PB,Agreste Paraibano,Serraria,-6.8170889428,-35.6441425708
Paraíba,PB,Agreste Paraibano,Sertãozinho,-6.750797546,-35.4417507457
Paraíba,PB,Agreste Paraibano,Solânea,-6.7598975,-35.6561584077
Paraíba,PB,Agreste Paraibano,Soledade,-7.0587413778,-36.3626648604
Paraíba,PB,Sertão Paraibano,Sousa,-6.763378005,-38.2296050806
Paraíba,PB,Borborema,Sumé,-7.6710536151,-36.8802761457
Paraíba,PB,Agreste Paraibano,Tacima,-6.4889169425,-35.6388366565
Paraíba,PB,Borborema,Taperoá,-7.209539351,-36.8289985343
Paraíba,PB,Sertão Paraibano,Tavares,-7.6357084462,-37.8785919325
Paraíba,PB,Sertão Paraibano,Teixeira,-7.2237029086,-37.2515615776
Paraíba,PB,Sertão Paraibano,Triunfo,-6.5768355074,-38.5980983313
Paraíba,PB,Agreste Paraibano,Umbuzeiro,-7.6982063294,-35.6714708229
Paraíba,PB,Borborema,Várzea,-6.7708072468,-36.9927210043
Paraíba,PB,Sertão Paraibano,Vieirópolis,-6.5457135517,-38.2778434981
Paraíba,PB,Sertão Paraibano,Vista Serrana,-6.7406872724,-37.5679145327
Paraíba,PB,Borborema,Zabelê,-8.0768741972,-37.0935519729
Pernambuco,PE,Metropolitana de Recife,Abreu e Lima,-7.90444899,-34.8991305847
Pernambuco,PE,Sertão Pernambucano,Afogados da Ingazeira,-7.7483275858,-37.6376860181
Pernambuco,PE,São Francisco Pernambucano,Afrânio,-8.5110912838,-41.0057973411
Pernambuco,PE,Agreste Pernambucano,Agrestina,-8.455973,-35.9467768375
Pernambuco,PE,Mata Pernambucana,Água Preta,-8.7091225523,-35.5185573512
Pernambuco,PE,Agreste Pernambucano,Águas Belas,-9.1145895,-37.1219571686
Pernambuco,PE,Agreste Pernambucano,Alagoinha,-8.466270523,-36.7754560083
Pernambuco,PE,Mata Pernambucana,Aliança,-7.6047298085,-35.2285014971
Pernambuco,PE,Agreste Pernambucano,Altinho,-8.4895925,-36.0596997586
Pernambuco,PE,Mata Pernambucana,Amaraji,-8.378487,-35.450772921
Pernambuco,PE,Metropolitana de Recife,Araçoiaba,-7.7856418725,-35.0939665275
Pernambuco,PE,Sertão Pernambucano,Araripina,-7.5781415,-40.502460575
Pernambuco,PE,Agreste Pernambucano,Barra de Guabiraba,-8.4209350376,-35.6628188858
Pernambuco,PE,Mata Pernambucana,Barreiros,-8.8141379901,-35.1990859873
Pernambuco,PE,Mata Pernambucana,Belém de Maria,-8.6212019106,-35.8399240901
Pernambuco,PE,São Francisco Pernambucano,Belém do São Francisco,-8.7461845,-38.965567
Pernambuco,PE,Agreste Pernambucano,Belo Jardim,-8.3352954394,-36.420035083
Pernambuco,PE,Sertão Pernambucano,Betânia,-8.2698407896,-38.0387381366
Pernambuco,PE,Agreste Pernambucano,Bezerros,-8.2353595,-35.7544879459
Pernambuco,PE,Sertão Pernambucano,Bodocó,-7.779342627,-39.936163185
Pernambuco,PE,Agreste Pernambucano,Bom Conselho,-9.1633829849,-36.6793143857
Pernambuco,PE,Agreste Pernambucano,Bom Jardim,-7.7995121807,-35.5871395023
Pernambuco,PE,Agreste Pernambucano,Bonito,-8.4722605,-35.7285279259
Pernambuco,PE,Agreste Pernambucano,Brejão,-9.0272491507,-36.5646966593
Pernambuco,PE,Sertão Pernambucano,Brejinho,-7.345671276,-37.287334554
Pernambuco,PE,Agreste Pernambucano,Brejo da Madre de Deus,-8.1489565,-36.3703914413
Pernambuco,PE,Mata Pernambucana,Buenos Aires,-7.72437221,-35.3295704142
Pernambuco,PE,Agreste Pernambucano,Buíque,-8.6220590407,-37.1569881148
Pernambuco,PE,Metropolitana de Recife,Cabo de Santo Agostinho,-8.2898642303,-35.0384889718
Pernambuco,PE,São Francisco Pernambucano,Cabrobó,-8.5151054833,-39.309841338
Pernambuco,PE,Agreste Pernambucano,Cachoeirinha,-8.486831073,-36.2359914118
Pernambuco,PE,Agreste Pernambucano,Caetés,-8.7755948448,-36.6248040076
Pernambuco,PE,Agreste Pernambucano,Calçado,-8.7383779437,-36.3332880795
Pernambuco,PE,Sertão Pernambucano,Calumbi,-7.9384273267,-38.1537459243
Pernambuco,PE,Metropolitana de Recife,Camaragibe,-8.0205217675,-34.9957213564
Pernambuco,PE,Agreste Pernambucano,Camocim de São Félix,-8.3621380401,-35.7651947266
Pernambuco,PE,Mata Pernambucana,Camutanga,-7.4070824199,-35.2827906438
Pernambuco,PE,Agreste Pernambucano,Canhotinho,-8.8838705622,-36.1935748781
Pernambuco,PE,Agreste Pernambucano,Capoeiras,-8.7361426797,-36.6237980173
Pernambuco,PE,Sertão Pernambucano,Carnaíba,-7.8030582189,-37.7933989026
Pernambuco,PE,São Francisco Pernambucano,Carnaubeira da Penha,-8.3206079647,-38.7434219469
Pernambuco,PE,Mata Pernambucana,Carpina,-7.8468867164,-35.2580606059
Pernambuco,PE,Agreste Pernambucano,Caruaru,-8.285898,-35.9670733601
Pernambuco,PE,Mata Pernambucana,Catende,-8.6703075,-35.7216666573
Pernambuco,PE,Sertão Pernambucano,Cedro,-7.7174692333,-39.2371382153
Pernambuco,PE,Mata Pernambucana,Chã de Alegria,-7.9979007802,-35.2137267362
Pernambuco,PE,Mata Pernambucana,Chã Grande,-8.2401127765,-35.4647408125
Pernambuco,PE,Mata Pernambucana,Condado,-7.589382255,-35.1041184907
Pernambuco,PE,Agreste Pernambucano,Correntes,-9.1286655015,-36.3297018953
Pernambuco,PE,Mata Pernambucana,Cortês,-8.4751512173,-35.5415869
Pernambuco,PE,Agreste Pernambucano,Cumaru,-8.0150324429,-35.6946989631
Pernambuco,PE,Sertão Pernambucano,Custódia,-8.089002,-37.6410965907
Pernambuco,PE,São Francisco Pernambucano,Dormentes,-8.4486569865,-40.7707358131
Pernambuco,PE,Mata Pernambucana,Escada,-8.36252199,-35.2361574244
Pernambuco,PE,Sertão Pernambucano,Exu,-7.516307,-39.7227283393
Pernambuco,PE,Agreste Pernambucano,Feira Nova,-7.9487277422,-35.3905979865
Pernambuco,PE,Metropolitana de Recife,Fernando de Noronha,-3.8520214008,-32.4351863281
Pernambuco,PE,Mata Pernambucana,Ferreiros,-7.4454942053,-35.2440702124
Pernambuco,PE,São Francisco Pernambucano,Floresta,-8.6008265,-38.571239342
Pernambuco,PE,Agreste Pernambucano,Frei Miguelinho,-7.9444582474,-35.9231276419
Pernambuco,PE,Mata Pernambucana,Gameleira,-8.5838357705,-35.3866107835
Pernambuco,PE,Agreste Pernambucano,Garanhuns,-8.88890553,-36.4930502821
Pernambuco,PE,Mata Pernambucana,Glória do Goitá,-7.9996084721,-35.2923223923
Pernambuco,PE,Mata Pernambucana,Goiana,-7.5592318549,-34.9983762972
Pernambuco,PE,Sertão Pernambucano,Granito,-7.7092532823,-39.6192863432
Pernambuco,PE,Agreste Pernambucano,Gravatá,-8.2059995,-35.5714923938
Pernambuco,PE,Agreste Pernambucano,Iati,-9.0457092509,-36.8472759684
Pernambuco,PE,Sertão Pernambucano,Ibimirim,-8.5387622082,-37.6900466897
Pernambuco,PE,Agreste Pernambucano,Ibirajuba,-8.5805349356,-36.1804630924
Pernambuco,PE,Metropolitana de Recife,Igarassu,-7.82837199,-34.9105833876
Pernambuco,PE,Sertão Pernambucano,Iguaracy,-7.8447743013,-37.5188211185
Pernambuco,PE,Metropolitana de Recife,Ilha de Itamaracá,-7.7465733177,-34.823950567
Pernambuco,PE,Sertão Pernambucano,Ingazeira,-7.6777971945,-37.4576704744
Pernambuco,PE,Metropolitana de Recife,Ipojuca,-8.3969865,-35.0634719379
Pernambuco,PE,Sertão Pernambucano,Ipubi,-7.6497045,-40.1502087502
Pernambuco,PE,São Francisco Pernambucano,Itacuruba,-8.7245150648,-38.6863416893
Pernambuco,PE,Mata Pernambucana,Itambé,-7.40926386,-35.1106273574
Pernambuco,PE,Sertão Pernambucano,Itapetim,-7.3784285284,-37.188439311
Pernambuco,PE,Metropolitana de Recife,Itapissuma,-7.7740347647,-34.8892710487
Pernambuco,PE,Metropolitana de Recife,Jaboatão dos Guararapes,-8.1653914674,-34.9211734673
Pernambuco,PE,Mata Pernambucana,Jaqueira,-8.727969878,-35.7973952138
Pernambuco,PE,Agreste Pernambucano,Jataúba,-7.9872577772,-36.4988285484
Pernambuco,PE,Agreste Pernambucano,João Alfredo,-7.860188727,-35.591502369
Pernambuco,PE,Mata Pernambucana,Joaquim Nabuco,-8.6268982995,-35.5292418262
Pernambuco,PE,Agreste Pernambucano,Jupi,-8.7060968528,-36.4117337385
Pernambuco,PE,Agreste Pernambucano,Jurema,-8.719667174,-36.1359544906
Pernambuco,PE,Mata Pernambucana,Lagoa de Itaenga,-7.9323781785,-35.2928036525
Pernambuco,PE,Mata Pernambucana,Lagoa do Carro,-7.8442324952,-35.3126019234
Pernambuco,PE,Agreste Pernambucano,Lagoa do Ouro,-9.1241718379,-36.4643169318
Pernambuco,PE,Agreste Pernambucano,Lagoa dos Gatos,-8.6492548646,-35.9071210443
Pernambuco,PE,São Francisco Pernambucano,Lagoa Grande,-8.995051485,-40.2707251265
Pernambuco,PE,Agreste Pernambucano,Lajedo,-8.6628568658,-36.3214966175
Pernambuco,PE,Mata Pernambucana,Macaparana,-7.5556806987,-35.4498749787
Pernambuco,PE,Agreste Pernambucano,Machados,-7.6885724856,-35.5141405623
Pernambuco,PE,Sertão Pernambucano,Manari,-8.9601081446,-37.6268229455
Pernambuco,PE,Mata Pernambucana,Maraial,-8.7830776013,-35.8141175725
Pernambuco,PE,Sertão Pernambucano,Mirandiba,-8.1202438022,-38.7345645823
Pernambuco,PE,Sertão Pernambucano,Moreilândia,-7.6299826881,-39.5537537311
Pernambuco,PE,Metropolitana de Recife,Moreno,-8.11869453,-35.0948690999
Pernambuco,PE,Mata Pernambucana,Nazaré da Mata,-7.737688,-35.2213386962
Pernambuco,PE,Metropolitana de Recife,Olinda,-7.9926600753,-34.8613103898
Pernambuco,PE,Agreste Pernambucano,Orobó,-7.7378951337,-35.6029820967
Pernambuco,PE,São Francisco Pernambucano,Orocó,-8.6179456461,-39.5952457761
Pernambuco,PE,Sertão Pernambucano,Ouricuri,-7.883151975,-40.0814625767
Pernambuco,PE,Mata Pernambucana,Palmares,-8.6790825,-35.5883359938
Pernambuco,PE,Agreste Pernambucano,Palmeirina,-9.0016832851,-36.3273109987
Pernambuco,PE,Agreste Pernambucano,Panelas,-8.667242285,-36.0015757987
Pernambuco,PE,Agreste Pernambucano,Paranatama,-8.920145338,-36.6584292681
Pernambuco,PE,Sertão Pernambucano,Parnamirim,-8.0901383272,-39.575786823
Pernambuco,PE,Agreste Pernambucano,Passira,-7.9788839418,-35.5816849952
Pernambuco,PE,Agreste Pernambucano,Pedra,-8.4984765,-36.9427981489
Pernambuco,PE,São Francisco Pernambucano,Petrolândia,-8.9773434644,-38.2207335453
Pernambuco,PE,São Francisco Pernambucano,Petrolina,-9.397375515,-40.4999993347
Pernambuco,PE,Agreste Pernambucano,Poção,-8.1862270089,-36.7058798977
Pernambuco,PE,Mata Pernambucana,Pombos,-8.14435986,-35.3961953582
Pernambuco,PE,Mata Pernambucana,Primavera,-8.3313760861,-35.3539433949
Pernambuco,PE,Mata Pernambucana,Quipapá,-8.8278850221,-36.01198953
Pernambuco,PE,Sertão Pernambucano,Quixaba,-7.7181264101,-37.8464456195
Pernambuco,PE,Metropolitana de Recife,Recife,-8.0627624831,-34.8889419446
Pernambuco,PE,Agreste Pernambucano,Riacho das Almas,-8.1270327806,-35.8608749475
Pernambuco,PE,Mata Pernambucana,Ribeirão,-8.51111604,-35.3761308237
Pernambuco,PE,Mata Pernambucana,Rio Formoso,-8.6621710853,-35.1554328172
Pernambuco,PE,Agreste Pernambucano,Sairé,-8.3276135393,-35.7102477663
Pernambuco,PE,Agreste Pernambucano,Salgadinho,-7.9394837414,-35.6380612405
Pernambuco,PE,Sertão Pernambucano,Salgueiro,-8.0706775221,-39.1208509811
Pernambuco,PE,Agreste Pernambucano,Saloá,-8.9759954809,-36.6927291742
Pernambuco,PE,Agreste Pernambucano,Sanharó,-8.3629619689,-36.5625071954
Pernambuco,PE,Sertão Pernambucano,Santa Cruz,-8.2379611184,-40.3376876556
Pernambuco,PE,Sertão Pernambucano,Santa Cruz da Baixa Verde,-7.8214696823,-38.1531381818
Pernambuco,PE,Agreste Pernambucano,Santa Cruz do Capibaribe,-7.9551895,-36.2039500171
Pernambuco,PE,Sertão Pernambucano,Santa Filomena,-8.1605111673,-40.615775185
Pernambuco,PE,São Francisco Pernambucano,Santa Maria da Boa Vista,-8.8041265,-39.8242357255
Pernambuco,PE,Agreste Pernambucano,Santa Maria do Cambucá,-7.8318134262,-35.885243339
Pernambuco,PE,Sertão Pernambucano,Santa Terezinha,-7.3703557393,-37.4800327233
Pernambuco,PE,Mata Pernambucana,São Benedito do Sul,-8.8104382342,-35.9311226194
Pernambuco,PE,Agreste Pernambucano,São Bento do Una,-8.5198675206,-36.4462983616
Pernambuco,PE,Agreste Pernambucano,São Caitano,-8.3273605,-36.1373597958
Pernambuco,PE,Agreste Pernambucano,São Joaquim do Monte,-8.4321515,-35.8094911721
Pernambuco,PE,Mata Pernambucana,São José da Coroa Grande,-8.8941951307,-35.1457070847
Pernambuco,PE,Sertão Pernambucano,São José do Belmonte,-7.8617400547,-38.75945378
Pernambuco,PE,Sertão Pernambucano,São José do Egito,-7.4740251833,-37.2750721852
Pernambuco,PE,Metropolitana de Recife,São Lourenço da Mata,-7.995938,-35.0412775393
Pernambuco,PE,Agreste Pernambucano,São Vicente Férrer,-7.5922127326,-35.4901218809
Pernambuco,PE,Sertão Pernambucano,Serrita,-7.9543403981,-39.2926231744
Pernambuco,PE,Mata Pernambucana,Sirinhaém,-8.5933695,-35.1164053547
Pernambuco,PE,Sertão Pernambucano,Solidão,-7.6021256842,-37.647470237
Pernambuco,PE,Agreste Pernambucano,Tacaimbó,-8.3156107248,-36.2904043048
Pernambuco,PE,São Francisco Pernambucano,Tacaratu,-9.1056996443,-38.1534611597
Pernambuco,PE,Mata Pernambucana,Tamandaré,-8.7046892785,-35.0906465455
Pernambuco,PE,Agreste Pernambucano,Taquaritinga do Norte,-7.9021598258,-36.0433376713
Pernambuco,PE,Agreste Pernambucano,Terezinha,-9.0577780595,-36.6214759482
Pernambuco,PE,São Francisco Pernambucano,Terra Nova,-8.2303579786,-39.3744218379
Pernambuco,PE,Mata Pernambucana,Timbaúba,-7.511745674,-35.318772121
Pernambuco,PE,Agreste Pernambucano,Toritama,-8.0066502709,-36.056843493
Pernambuco,PE,Sertão Pernambucano,Trindade,-7.7617946257,-40.2655906093
Pernambuco,PE,Sertão Pernambucano,Triunfo,-7.8308763588,-38.1070603447
Pernambuco,PE,Sertão Pernambucano,Tuparetama,-7.5987594648,-37.3111818113
Pernambuco,PE,Sertão Pernambucano,Verdejante,-7.9328837046,-38.9742826043
